 Xexex (ver AAA);10956;Shooter;1991;xexexa;28018;Unknown;;
'88 Games;0;Sports;1988;88games;9131;Unknown;;
'99 - The Last War;10564;Shooter;????;99lstwar;18201;Unknown;;
'99 - The Last War (alternate);10564;Shooter;????;99lstwra;18201;Unknown;;
005;0;Arcade;1981;005;9132;Unknown;;
10 Yard Fight (J);0;Football US;1983;yard;9133;Japan;;
1000 Miglia - Great 1000 Miles Rally (94/06/13);9704;Racing;1994;gtmra;27361;Unknown;;
1000 Miglia - Great 1000 Miles Rally (94/07/18);0;Racing;1994;gtmr;9704;Unknown;;
1942 (set 1);0;Shooter;1984;1942;9134;Unknown;;
1942 (set 2);9134;Shooter;1984;1942a;20604;Unknown;;
1942 (set 3);9134;Shooter;1984;1942b;20605;Unknown;;
1943 - Midway Kaisen (J);9135;Shooter;1987;1943j;20606;Japan;;
1943 - The Battle of Midway (US);0;Shooter;1987;1943;9135;USA;;
1943 Kai - Midway Kaisen (J);9135;Shooter;1987;1943kai;20607;Japan;;
1945k III;0;Shooter;2000;1945kiii;20144;Unknown;;
2 on 2 Open Ice Challenge (rev 1.21);0;Hockey;1995;openice;9137;Unknown;;
4 En Raya;0;Arcade;1990;4enraya;15624;Unknown;;
4 Fun in 1;0;Compilation;1981;4in1;9138;Unknown;;
4 Player Bowling Alley;0;Bowling;1978;bowler;9139;Unknown;;
4-D Warriors;0;Shooter;1985;4dwarrio;9140;Unknown;;
600;10842;Arcade;????;600;18197;Unknown;;
64th. Street - A Detective Story (J);9141;Fighter;1991;64streej;20608;Japan;;
64th. Street - A Detective Story (World);0;Fighter;1991;64street;9141;International;;
720 Degrees (German, rev 1);9142;Skateboarding;1986;720gr1;20609;Germany;;
720 Degrees (German, rev 2);9142;Skateboarding;1986;720g;20610;Germany;;
720 Degrees (rev 1);9142;Skateboarding;1986;720r1;20611;Unknown;;
720 Degrees (rev 2);9142;Skateboarding;1986;720r2;20612;Unknown;;
720 Degrees (rev 3);9142;Skateboarding;1986;720r3;20613;Unknown;;
720 Degrees (rev 4);0;Skateboarding;1986;720;9142;Unknown;;
7jigen no Youseitachi - Mahjong 7 Dimensions (J);0;Mahjong;1990;7jigen;19399;Japan;;
800 Fathoms;10025;Arcade;????;800fath;18198;Unknown;;
9-Ball Shootout! (set 1);0;Pool;1993;9ballsht;27287;Unknown;;
9-Ball Shootout! (set 2);27287;Pool;1993;9ballsh2;27288;Unknown;;
9-Ball Shootout! (set 3);27287;Pool;1993;9ballsh3;27289;Unknown;;
A. D. 2083;0;Shooter;1983;ad2083;27089;Unknown;;
A.B. Cop (FD1094 317-0169b);0;Moto racing;1990;abcop;23188;Unknown;;
Abscam;10342;Arcade;1981;abscam;28038;Unknown;;
Abunai Houkago - Mou Matenai (Japan 890325);0;Mahjong;1989;abunai;20372;Japan;;
Ace;0;Shooter;1976;ace;15625;Unknown;;
Acrobat Mission;0;Shooter;1991;acrobatm;9144;Unknown;;
Acrobatic Dog-Fight;0;Shooter;1984;dogfgt;9523;Unknown;;
Act-Fancer Cybernetick Hyper Weapon (J);9143;Shooter;1989;actfancj;20614;Japan;;
Act-Fancer Cybernetick Hyper Weapon (World revision 1);9143;Shooter;1989;actfanc1;20615;International;;
Act-Fancer Cybernetick Hyper Weapon (World revision 2);0;Shooter;1989;actfancr;9143;International;;
Action Fighter (FD1089A 317-0018);0;Racing;1986;afighter;23191;Unknown;;
Action Hollywood;0;Arcade;1995;actionhw;27088;Unknown;;
Adventure Quiz 2 Hatena Hatena no Dai-Bouken (J);0;Quiz;1990;hatena;9145;Japan;;
Aero Fighters;0;Shooter;1992;aerofgt;9146;Unknown;;
Aero Fighters (bootleg);9146;Shooter;1992;aerfboot;27101;Bootleg;;
Aero Fighters (Turbo Force hardware set 1);9146;Shooter;1992;aerofgtb;20616;Unknown;;
Aero Fighters (Turbo Force hardware set 2);9146;Shooter;1992;aerofgtc;20617;Unknown;;
Aeroboto;9634;Shooter;????;aeroboto;18199;Unknown;;
After Burner (J);9147;Shooter;????;aburner;18200;Japan;;
After Burner II;0;Shooter;1987;aburner2;9147;Unknown;;
Agent X (prototype, rev 1);9425;Arcade;1983;agentx1;28039;Unknown;;
Agent X (prototype, rev 2);9425;Arcade;1983;agentx2;28040;Unknown;;
Agent X (prototype, rev 3);9425;Arcade;1983;agentx3;28041;Unknown;;
Agent X (prototype, rev 4);9425;Arcade;1983;agentx4;28042;Unknown;;
Agress;0;Puzzle;1991;agress;20145;Unknown;;
Agress (English bootleg);20145;Puzzle;1991;agressb;28035;United Kingdom;;
Ah Eikou no Koshien (J);0;Baseball;1990;koshien;9148;Japan;;
Air Attack;0;Shooter;1993;airattck;27973;Unknown;;
Air Buster: Trouble Specialty Raid Unit (J);9149;Shooter;1990;airbustj;20618;Japan;;
Air Buster: Trouble Specialty Raid Unit (World);0;Shooter;1990;airbustr;9149;International;;
Air Combat (J);0;Aerial fighting;1992;aircombj;23198;Japan;;
Air Duel (J);0;Shooter;1990;airduel;9150;Japan;;
Air Gallet;0;Shooter;1996;agallet;9151;Unknown;;
Air Inferno (US);0;Action;1990;ainferno;23199;USA;;
Airwolf;0;Shooter;1987;airwolf;9152;Unknown;;
Ajax;0;Shooter;1987;ajax;9153;Unknown;;
Ajax (J);9153;Shooter;1987;ajaxj;20619;Japan;;
Akkanvader (J);0;Shooter;1995;akkanvdr;9154;Japan;;
Akuma-Jou Dracula (J);9753;Action;????;hcastljo;18203;Japan;;
Akuma-Jou Dracula (Japan version P);9753;Action;????;hcastlej;18203;Japan;;
Alcon;10545;Shooter;????;alcon;18204;Unknown;;
Alex Kidd - The Lost Stars (set 1);0;Action;1986;alexkidd;9155;Unknown;;
Alex Kidd - The Lost Stars (set 2);9155;Action;1986;alexkida;20620;Unknown;;
Ali Baba and 40 Thieves;0;Arcade;1982;alibaba;9156;Unknown;;
Alien 3 - The Gun;0;Action;1993;alien3;10982;Unknown;;
Alien Arena;0;Action;1985;alienar;27974;Unknown;;
Alien Arena (Stargate Upgrade);0;Action;1985;alienaru;27974;Unknown;;
Alien Invasion Part II;0;Shooter;????;alieninv;9157;Unknown;;
Alien Storm (bootleg);9158;Action;1990;astormbl;20622;Bootleg;;
Alien Storm (set 1, Japan, 2 Players, FD1094 317-0146);9158;Action;1990;astormj;20621;Japan;;
Alien Storm (set 2, US, 3 Players, FD1094 317-0147);9158;Action;1990;astormu;23194;Unknown;;
Alien Storm (set 3, World, 3 Players, FD1094 317-0148);9158;Action;1990;astorm3;23195;Unknown;;
Alien Storm (set 4, 2 Players, FD1094 317-?);0;Action;1990;astorm;9158;Unknown;;
Alien Syndrome (J);9159;Action;1987;aliensyj;20623;Japan;;
Alien Syndrome (set 1);0;Action;1987;aliensyn;9159;Unknown;;
Alien Syndrome (set 2);9159;Action;1987;aliensya;20624;Unknown;;
Alien Syndrome (set 3);9159;Action;1987;aliensyb;20625;Unknown;;
Alien3 - The Gun (US);10982;Action;1993;alien3u;28043;USA;;
Aliens (Japan set 1);9160;Action;1990;aliensj;20626;Japan;;
Aliens (Japan set 2);9160;Action;1990;aliensj2;23196;Japan;;
Aliens (US);9160;Action;1990;aliensu;20627;USA;;
Aliens (World set 1);0;Action;1990;aliens;9160;International;;
Aliens (World set 2);9160;Action;1990;aliens2;20628;International;;
Aliens (World set 3);9160;Action;1990;aliens3;23197;International;;
All American Football (rev B);9161;Football US;1989;aafbb;20629;Unknown;;
All American Football (rev C);9161;Football US;1989;aafbc;20630;Unknown;;
